id;message;association_to_offender;time;case_total_reports;allied_report_count;enemy_report_count;most_common_report_reason;chatlog_id;champion_name;label
11775;i don`t care;enemy;00:34:46;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11776;you wil lreport me anyway;enemy;00:34:53;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11777;i fuk my ulti again;ally;00:35:08;3.0;0.0;1.0;Offensive Language;1010.0;Gragas;0
11778;hahahha;offender;00:35:13;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11779;lol;ally;00:35:17;3.0;0.0;1.0;Offensive Language;1010.0;Lee Sin;0
11780;x9 lux pls;enemy;00:35:20;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11781;come back;ally;00:35:28;3.0;0.0;1.0;Offensive Language;1010.0;Lee Sin;0
11782;we was at -10kill dif;ally;00:35:43;3.0;0.0;1.0;Offensive Language;1010.0;Gragas;0
11783;and now 0;ally;00:35:45;3.0;0.0;1.0;Offensive Language;1010.0;Gragas;0
11784;;;;;;;;;;0
11785;1 drak iche;ally;00:35:58;3.0;0.0;1.0;Offensive Language;1010.0;Gragas;0
11786;but we need 2 tower;ally;00:36:07;3.0;0.0;1.0;Offensive Language;1010.0;Gragas;0
11787;dont be greedy now;offender;00:36:08;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11788;pls focus jinx and lata;enemy;00:36:17;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11789;kata;enemy;00:36:19;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11790;kata first;enemy;00:36:33;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11791;and stun her while ult;enemy;00:36:37;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11792;no jinix;offender;00:36:52;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11793;protect;offender;00:37:01;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11794;jinix pls;offender;00:37:04;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11795;waerd;offender;00:37:09;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11796;lux ?;enemy;00:37:22;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11797;np;enemy;00:37:27;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11798;you ruin omg;enemy;00:38:21;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11799;yes;enemy;00:38:25;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11800;lux ruined the game;enemy;00:38:30;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11801;at least steal;enemy;00:38:39;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11802;no on this fight is you;enemy;00:38:40;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11803;why go top ?;enemy;00:38:48;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11804;back;offender;00:38:51;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11805;because the other lanes were pushing for us anyway;enemy;00:39:08;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11806;'XD jinix ;;;;;;;;;0
11807;now deff until baron wears off;enemy;00:39:32;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11808;and then please;enemy;00:39:34;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11809;all on one lane;enemy;00:39:37;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11810;gragas;offender;00:39:47;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11811;try;offender;00:39:49;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11812;push top plz;ally;00:39:51;3.0;0.0;1.0;Offensive Language;1010.0;Gragas;0
11813;ulti on ez;offender;00:39:52;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11814;brb;ally;00:39:55;3.0;0.0;1.0;Offensive Language;1010.0;Jinx;0
11815;wait;ally;00:40:00;3.0;0.0;1.0;Offensive Language;1010.0;Jinx;0
11816;COME MID;enemy;00:40:07;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11817;dont fight without tower if they have baron;enemy;00:40:10;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11818;PLD;enemy;00:40:10;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11819;w8;offender;00:40:11;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11820;team;offender;00:40:13;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11821;lets push mid;offender;00:40:18;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11822;pls lux;enemy;00:40:46;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11823;cmon;enemy;00:40:49;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11824;thx;offender;00:40:58;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11825;lux stop kid;enemy;00:41:00;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11826;care;enemy;00:41:09;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11827;do it for the win;enemy;00:41:11;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11828;this is rank;enemy;00:41:12;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11829;guys;offender;00:41:14;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11830;we got baron buff;offender;00:41:17;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11831;so fight now;offender;00:41:19;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11832;COme all mid;offender;00:41:25;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11833;you say noob i report you now cry so i play;enemy;00:41:29;3.0;0.0;1.0;Offensive Language;1010.0;Lux;1
11834;no wy omg;enemy;00:41:32;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11835;way;enemy;00:41:34;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11836;bronze sirit..;enemy;00:41:35;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11837;w8 no solo;offender;00:41:37;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11838;pathetic;enemy;00:41:40;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11839;lux u are a kid;enemy;00:41:45;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11840;y;enemy;00:41:50;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11841;yes;enemy;00:41:56;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11842;they have adc noobs;enemy;00:42:15;3.0;0.0;1.0;Offensive Language;1010.0;Lux;1
11843;ah;ally;00:42:20;3.0;0.0;1.0;Offensive Language;1010.0;Lee Sin;0
11844;nice focus on me...;ally;00:42:24;3.0;0.0;1.0;Offensive Language;1010.0;Gragas;0
11845;lol;enemy;00:42:26;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11846;... gg;enemy;00:42:28;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11847;bg report lux all pls;enemy;00:42:28;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11848;end it;offender;00:42:32;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11849;haha so bad team;enemy;00:42:38;3.0;0.0;1.0;Offensive Language;1010.0;Lux;1
11850;lux fail his lane ans she flame;enemy;00:42:41;3.0;0.0;1.0;Offensive Language;1010.0;Leona;1
11851;well whoever initiated this lost the last fight;enemy;00:42:45;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11852;25 sec;ally;00:42:48;3.0;0.0;1.0;Offensive Language;1010.0;Gragas;0
11853;gg wp;offender;00:42:51;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11854;lol i fail ?;enemy;00:42:52;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11855;y;enemy;00:42:56;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11856;15;ally;00:42:57;3.0;0.0;1.0;Offensive Language;1010.0;Gragas;0
11857;gg wp;ally;00:42:58;3.0;0.0;1.0;Offensive Language;1010.0;Lee Sin;0
11858;hahahahahahahahahah;enemy;00:42:59;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11859;gg;ally;00:43:00;3.0;0.0;1.0;Offensive Language;1010.0;Gragas;0
11860;noob lux;enemy;00:43:05;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;1
11861;gg;enemy;00:43:05;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11862;smiteless pls;enemy;00:00:24;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Nunu;0
11863;a wonder;ally;00:01:27;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11864;a jinx in a game;ally;00:01:30;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11865;no ss;enemy;00:13:52;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Fizz;0
11866;omfg;ally;00:14:18;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11867;rly;ally;00:14:54;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11868;its not your blue bro;enemy;00:15:17;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Nunu;0
11869;yours not too;ally;00:15:28;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11870;no ss bot?;enemy;00:16:53;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Fizz;0
11871; --- blue u;ally;00:17:10;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11872;*o;ally;00:17:14;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11873;rly shaco;ally;00:26:36;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11874;yes;ally;00:26:40;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Shaco;0
11875;try stay safer pls;ally;00:26:49;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11876;...;ally;00:28:20;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11877;nunu hp?;offender;00:28:29;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Nasus;0
11878;sry guys but i cant do more then help u;ally;00:28:31;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11879;10 or so;enemy;00:28:35;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Nunu;0
11880;go away;enemy;00:28:45;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Darius;0
11881;!!!!;enemy;00:28:47;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Darius;0
11882;!;enemy;00:28:47;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Darius;0
11883;retaric;enemy;00:28:58;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Darius;0
11884;29 hp :P;offender;00:29:55;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Nasus;0
11885;gj;ally;00:30:38;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11886;jinx why boots of swiftness?;enemy;00:30:54;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Darius;0
11887;for more speed;enemy;00:31:16;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jinx;0
11888;useledd;enemy;00:31:26;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Darius;0
11889;i don't think so;enemy;00:31:43;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jinx;0
11890;thx;ally;00:33:00;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11891;gj;ally;00:33:38;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11892;NARWAHHHHHLS;offender;00:36:31;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Nasus;0
11893;thuis stun;ally;00:36:48;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11894;no chance to flash;ally;00:36:51;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11895;thank you;ally;00:39:15;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11896;for heloing me;ally;00:39:17;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11897;i safe ur ass;ally;00:39:24;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11898;and u run;ally;00:39:25;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11899;..;ally;00:39:43;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11900;OMFG;ally;00:41:04;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11901;RLY;ally;00:41:05;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11902;ARE U SHIT KIDDING ME;ally;00:41:09;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;1
11903;MY FUCKIN TEAM;ally;00:41:15;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;1
11904;I CANT BELIEVE IT;ally;00:41:19;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11905;THIS FOLLOWING;ally;00:41:21;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11906;2ND TIME;ally;00:41:26;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11907;WOW;ally;00:41:26;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11908;wow;ally;00:41:30;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11909;gg wp;ally;00:41:32;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11910;ok shaco reported;enemy;00:41:34;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Darius;0
11911;-.-;ally;00:41:34;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11912;nasus pls too;ally;00:41:39;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11913;JARVAN YOU ARE NOT SO GOOD YOUR SELF;offender;00:41:42;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Nasus;0
11914;if u follow we can easily win idiot;ally;00:41:56;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;1
11915;i was high fed.. -.-;ally;00:42:04;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11916;no penta for u darius;ally;00:42:18;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Shaco;0
11917;NO PENTA?;offender;00:42:19;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Nasus;0
11918;and report for iu;enemy;00:42:25;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Darius;0
11919;for what?;ally;00:42:38;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Shaco;0
11920;:);ally;00:42:42;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Shaco;0
11921;feeding me;enemy;00:42:51;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Darius;0
11922;u are funny i like u;ally;00:43:04;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Shaco;0
11923;report darius for not getting penta;offender;00:43:10;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Nasus;1
11924;report darius for not getting penta;offender;00:43:21;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Nasus;1
11925;noob;offender;00:43:26;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Nasus;1
11926;bg wp;ally;00:44:05;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;1
11927;report nasus and shaco pls;ally;00:44:32;8.0;2.0;0.0;Assisting Enemy Team;1011.0;Jarvan IV;0
11928;Invade?;enemy;00:01:13;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
11929;no;enemy;00:01:15;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
11930;blitz stay there, we get voli after;enemy;00:01:40;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
11931;jinx;enemy;00:03:34;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
11932;JUUUUUUHUUUUUUU;offender;00:03:36;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
11933;...;enemy;00:03:36;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
11934;kk;enemy;00:05:09;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
11935;go;enemy;00:05:12;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
11936;noo;offender;00:05:28;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
11937;nooob;offender;00:05:36;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;1
11938;gj;enemy;00:05:39;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
11939;jungler bewgind you bot;enemy;00:06:24;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
11940;gj;offender;00:06:48;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
11941;:/;enemy;00:06:50;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
11942;stop feed zed shyvanna;offender;00:06:59;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;1
11943;chill;ally;00:07:14;8.0;2.0;0.0;Negative Attitude;1012.0;Volibear;0
11944;NO!;offender;00:07:20;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
11945;fail;ally;00:07:31;8.0;2.0;0.0;Negative Attitude;1012.0;Volibear;0
11946;nice feed ty;offender;00:07:36;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;1
11947;stfu;ally;00:07:43;8.0;2.0;0.0;Negative Attitude;1012.0;Volibear;1
11948;dont do that;enemy;00:07:51;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
11949;to me blitzx;enemy;00:08:17;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
11950;noob jinx report;offender;00:08:57;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;1
11951;nice feed;offender;00:09:15;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;1
11952;stfu;ally;00:09:23;8.0;2.0;0.0;Negative Attitude;1012.0;Shyvana;1
11953;pls get a bann;offender;00:09:23;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;1
11954;ahhahahahaha;enemy;00:09:32;8.0;2.0;0.0;Negative Attitude;1012.0;Zed;0
11955;gg we lost;offender;00:09:32;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
11956;report this blitz;ally;00:09:40;8.0;2.0;0.0;Negative Attitude;1012.0;Volibear;0
11957;report shyvanna and volibear!;offender;00:09:43;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
11958;ok go, top blitz;ally;00:09:45;8.0;2.0;0.0;Negative Attitude;1012.0;Shyvana;0
11959;only flaming;ally;00:09:46;8.0;2.0;0.0;Negative Attitude;1012.0;Volibear;0
11960;only feed;offender;00:10:07;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
11961;go  top and do it better;ally;00:10:22;8.0;2.0;0.0;Negative Attitude;1012.0;Shyvana;0
11962;focus jinx;enemy;00:10:58;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
11963;nice feed ty;offender;00:11:15;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;1
11964;gj;enemy;00:11:16;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
11965;gg;enemy;00:11:17;8.0;2.0;0.0;Negative Attitude;1012.0;Jinx;0
11966;stop feeding blitz;ally;00:11:21;8.0;2.0;0.0;Negative Attitude;1012.0;Volibear;0
11967;we lost surrender pls;offender;00:11:21;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
11968;stop feedimng blitz;ally;00:11:26;8.0;2.0;0.0;Negative Attitude;1012.0;Shyvana;0
11969;i died 1 time idiot;offender;00:11:28;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;1
11970;gj;enemy;00:11:39;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
11971;shyvanna go top;offender;00:12:05;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
11972;no you go top now and make it better than us;ally;00:12:31;8.0;2.0;0.0;Negative Attitude;1012.0;Shyvana;0
11973;i am support;offender;00:12:45;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
11974;nice ss btw;offender;00:12:49;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
11975;hahaha;enemy;00:12:52;8.0;2.0;0.0;Negative Attitude;1012.0;Zed;0
11976;im op;enemy;00:12:54;8.0;2.0;0.0;Negative Attitude;1012.0;Zed;0
11977;TO OP;ally;00:13:02;8.0;2.0;0.0;Negative Attitude;1012.0;Veigar;0
11978;you arent op learn q;offender;00:13:04;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
11979;loook;enemy;00:13:11;8.0;2.0;0.0;Negative Attitude;1012.0;Zed;0
11980;jiinx noob;enemy;00:13:16;8.0;2.0;0.0;Negative Attitude;1012.0;Zed;1
11981;look my jiinx;enemy;00:13:20;8.0;2.0;0.0;Negative Attitude;1012.0;Zed;0
11982;you arent good you are only fed;offender;00:13:27;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;1
11983;SHYVANNA;ally;00:13:50;8.0;2.0;0.0;Negative Attitude;1012.0;Veigar;0
11984;shyvanna!;offender;00:13:51;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
11985;yes but i do 8.1;enemy;00:13:52;8.0;2.0;0.0;Negative Attitude;1012.0;Zed;0
11986;and shyvanna and vloi feed you;offender;00:14:04;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;1
11987;stfu;ally;00:14:06;8.0;2.0;0.0;Negative Attitude;1012.0;Shyvana;1
11988;FAGGOT;offender;00:14:37;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;1
11989;fail sorry;enemy;00:15:34;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
11990;stop feed pls go afk shy;offender;00:15:51;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;1
11991;lucky;enemy;00:16:18;8.0;2.0;0.0;Negative Attitude;1012.0;Zed;0
11992;duck;enemy;00:17:36;8.0;2.0;0.0;Negative Attitude;1012.0;Jinx;0
11993;nice ss say ss noob;offender;00:17:37;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;1
11994;sry;enemy;00:17:42;8.0;2.0;0.0;Negative Attitude;1012.0;Jinx;0
11995;run veigar;ally;00:18:06;8.0;2.0;0.0;Negative Attitude;1012.0;Volibear;0
11996;omg maph ks;enemy;00:20:18;8.0;2.0;0.0;Negative Attitude;1012.0;Zed;0
11997;nagh;enemy;00:20:21;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
11998;kill is a kill;enemy;00:20:27;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
11999;push your lanes now;enemy;00:20:52;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
12000;gj;enemy;00:22:05;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
12001;focusing all the wrong people;enemy;00:22:58;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
12002;Veigar&gt;;;;;;;;;0
12003;go jungle jinx dont push pls;offender;00:23:45;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
12004;omg noob team;enemy;00:24:28;8.0;2.0;0.0;Negative Attitude;1012.0;Zed;1
12005;OMFG ATTACK;enemy;00:24:35;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
12006;i got all fucking 4. and you dont attack;enemy;00:24:50;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;1
12007;sry;offender;00:26:38;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
12008;stop going in;enemy;00:26:45;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
12009;jeez;enemy;00:26:46;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
12010;solo pro;enemy;00:26:56;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
12011;fucking idiot;enemy;00:27:45;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;1
12012;yooz;enemy;00:27:48;8.0;2.0;0.0;Negative Attitude;1012.0;Jinx;0
12013;stay at the tower;enemy;00:27:53;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
12014;STAY AT THE TOWER;enemy;00:27:56;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
12015;defend pls;offender;00:28:03;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
12016;3v5 usless, 5v5 chance;enemy;00:28:12;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
12017;noob;enemy;00:28:24;8.0;2.0;0.0;Negative Attitude;1012.0;Zed;1
12018;i still need blue buff;enemy;00:28:32;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
12019;pull vei;enemy;00:30:28;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
12020;stay behind minions ffs;enemy;00:31:11;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
12021;zed;enemy;00:31:21;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
12022;sorry bout du grap --;enemy;00:31:22;8.0;2.0;0.0;Negative Attitude;1012.0;Veigar;0
12023;lag;enemy;00:31:36;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
12024;NOOOB!;offender;00:31:48;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;1
12025;report malph pls;enemy;00:31:53;8.0;2.0;0.0;Negative Attitude;1012.0;Zed;0
12026;report yourself;offender;00:32:01;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;1
12027;report you for taking my blue;enemy;00:32:03;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;1
12028;i don't tlking;enemy;00:32:11;8.0;2.0;0.0;Negative Attitude;1012.0;Zed;0
12029;stfu;ally;00:32:11;8.0;2.0;0.0;Negative Attitude;1012.0;Shyvana;1
12030;no feeder;offender;00:32:16;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
12031;chill;enemy;00:32:18;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
12032;blitz take you blue stupid;enemy;00:32:23;8.0;2.0;0.0;Negative Attitude;1012.0;Zed;1
12033;upjinx;enemy;00:33:02;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
12034;?;enemy;00:34:09;8.0;2.0;0.0;Negative Attitude;1012.0;Jinx;0
12035;ahahah thx;enemy;00:35:18;8.0;2.0;0.0;Negative Attitude;1012.0;Zed;0
12036;np;offender;00:35:24;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
12037;easy;offender;00:35:26;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
12038;blitz camper;ally;00:36:09;8.0;2.0;0.0;Negative Attitude;1012.0;Volibear;0
12039;:D;ally;00:36:11;8.0;2.0;0.0;Negative Attitude;1012.0;Volibear;0
12040;omg ks noob;offender;00:37:10;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;1
12041;troll face :D;enemy;00:38:30;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;0
12042;shyvannnaaaaa fucking focus;enemy;00:39:48;8.0;2.0;0.0;Negative Attitude;1012.0;Malphite;1
12043;gj;ally;00:39:50;8.0;2.0;0.0;Negative Attitude;1012.0;Volibear;0
12044;:D;offender;00:39:52;8.0;2.0;0.0;Negative Attitude;1012.0;Blitzcrank;0
